,authorID,domain,pubID,venueID,numAuthor,venue,year,type,university
24,christopher-d-manning,stanford.edu,D14-1130,D14-1,6,EMNLP,2014,conference,Stanford University
24,christopher-d-manning,stanford.edu,D14-1162,D14-1,3,EMNLP,2014,conference,Stanford University
24,christopher-d-manning,stanford.edu,D14-1164,D14-1,4,EMNLP,2014,conference,Stanford University
24,christopher-d-manning,stanford.edu,D14-1217,D14-1,3,EMNLP,2014,conference,Stanford University
24,christopher-d-manning,stanford.edu,D15-1075,D15-1,4,EMNLP,2015,conference,Stanford University
24,christopher-d-manning,stanford.edu,D15-1166,D15-1,3,EMNLP,2015,conference,Stanford University
24,christopher-d-manning,stanford.edu,D16-1245,D16-1,2,EMNLP,2016,conference,Stanford University
24,christopher-d-manning,stanford.edu,D17-1004,D17-1,5,EMNLP,2017,conference,Stanford University
24,christopher-d-manning,stanford.edu,D17-1109,D17-1,4,EMNLP,2017,conference,Stanford University
24,christopher-d-manning,stanford.edu,D18-1008,D18-1,5,EMNLP,2018,conference,Stanford University
24,christopher-d-manning,stanford.edu,D18-1217,D18-1,4,EMNLP,2018,conference,Stanford University
24,christopher-d-manning,stanford.edu,D18-1244,D18-1,3,EMNLP,2018,conference,Stanford University
24,christopher-d-manning,stanford.edu,D18-1259,D18-1,7,EMNLP,2018,conference,Stanford University
24,christopher-d-manning,stanford.edu,D19-1261,D19-1,5,EMNLP,2019,conference,Stanford University
24,christopher-d-manning,stanford.edu,E17-2075,E17-2,2,EACL,2017,conference,Stanford University
24,christopher-d-manning,stanford.edu,I11-1001,I11-1,2,IJCNLP,2011,conference,Stanford University
24,christopher-d-manning,stanford.edu,I13-1060,I13-1,2,IJCNLP,2013,conference,Stanford University
24,christopher-d-manning,stanford.edu,I13-1183,I13-1,2,IJCNLP,2013,conference,Stanford University
24,christopher-d-manning,stanford.edu,K15-1031,K15-1,3,CoNLL,2015,conference,Stanford University
24,christopher-d-manning,stanford.edu,K16-1029,K16-1,3,CoNLL,2016,conference,Stanford University
24,christopher-d-manning,stanford.edu,K19-1079,K19-1,5,CoNLL,2019,conference,Stanford University
24,christopher-d-manning,stanford.edu,N10-1075,N10-1,2,NAACL,2010,conference,Stanford University
24,christopher-d-manning,stanford.edu,N10-1091,N10-1,2,NAACL,2010,conference,Stanford University
24,christopher-d-manning,stanford.edu,N10-1129,N10-1,3,NAACL,2010,conference,Stanford University
24,christopher-d-manning,stanford.edu,N10-1140,N10-1,2,NAACL,2010,conference,Stanford University
24,christopher-d-manning,stanford.edu,N12-1007,N12-1,5,NAACL,2012,conference,Stanford University
24,christopher-d-manning,stanford.edu,N12-1049,N12-1,3,NAACL,2012,conference,Stanford University
24,christopher-d-manning,stanford.edu,N13-1006,N13-1,4,NAACL,2013,conference,Stanford University
24,christopher-d-manning,stanford.edu,N15-1128,N15-1,2,NAACL,2015,conference,Stanford University
24,christopher-d-manning,stanford.edu,N18-1105,N18-1,3,NAACL,2018,conference,Stanford University
24,christopher-d-manning,stanford.edu,N19-1419,N19-1,2,NAACL,2019,conference,Stanford University
24,christopher-d-manning,stanford.edu,P10-1018,P10-1,3,ACL,2010,conference,Stanford University
24,christopher-d-manning,stanford.edu,P10-1074,P10-1,2,ACL,2010,conference,Stanford University
24,christopher-d-manning,stanford.edu,P11-1163,P11-1,3,ACL,2011,conference,Stanford University
24,christopher-d-manning,stanford.edu,P12-1092,P12-1,4,ACL,2012,conference,Stanford University
24,christopher-d-manning,stanford.edu,P12-2018,P12-2,2,ACL,2012,conference,Stanford University
24,christopher-d-manning,stanford.edu,P13-1031,P13-1,4,ACL,2013,conference,Stanford University
24,christopher-d-manning,stanford.edu,P13-1045,P13-1,4,ACL,2013,conference,Stanford University
24,christopher-d-manning,stanford.edu,P13-1106,P13-1,3,ACL,2013,conference,Stanford University
24,christopher-d-manning,stanford.edu,P14-2021,P14-2,2,ACL,2014,conference,Stanford University
24,christopher-d-manning,stanford.edu,P14-2022,P14-2,3,ACL,2014,conference,Stanford University
24,christopher-d-manning,stanford.edu,P14-2032,P14-2,3,ACL,2014,conference,Stanford University
24,christopher-d-manning,stanford.edu,P14-2034,P14-2,3,ACL,2014,conference,Stanford University
24,christopher-d-manning,stanford.edu,P14-5010,P14-5,6,ACL,2014,demonstration,Stanford University
24,christopher-d-manning,stanford.edu,P15-1006,P15-1,5,ACL,2015,conference,Stanford University
24,christopher-d-manning,stanford.edu,P15-1034,P15-1,3,ACL,2015,conference,Stanford University
24,christopher-d-manning,stanford.edu,P15-1095,P15-1,3,ACL,2015,conference,Stanford University
24,christopher-d-manning,stanford.edu,P15-1136,P15-1,2,ACL,2015,conference,Stanford University
24,christopher-d-manning,stanford.edu,P15-1150,P15-1,3,ACL,2015,conference,Stanford University
24,christopher-d-manning,stanford.edu,P16-1042,P16-1,3,ACL,2016,conference,Stanford University
24,christopher-d-manning,stanford.edu,P16-1061,P16-1,2,ACL,2016,conference,Stanford University
24,christopher-d-manning,stanford.edu,P16-1100,P16-1,2,ACL,2016,conference,Stanford University
24,christopher-d-manning,stanford.edu,P16-1139,P16-1,6,ACL,2016,conference,Stanford University
24,christopher-d-manning,stanford.edu,P16-1223,P16-1,3,ACL,2016,conference,Stanford University
24,christopher-d-manning,stanford.edu,P16-1224,P16-1,3,ACL,2016,conference,Stanford University
24,christopher-d-manning,stanford.edu,P17-1086,P17-1,4,ACL,2017,conference,Stanford University
24,christopher-d-manning,stanford.edu,P17-1099,P17-1,3,ACL,2017,conference,Stanford University
24,christopher-d-manning,stanford.edu,P17-2018,P17-2,2,ACL,2017,conference,Stanford University
24,christopher-d-manning,stanford.edu,P18-2077,P18-2,2,ACL,2018,conference,Stanford University
24,christopher-d-manning,stanford.edu,P19-1595,P19-1,5,ACL,2019,conference,Stanford University
