Dominican University	dom.edu	River Forest	IL
Eastern Illinois University	eiu.edu	Charleston	IL
Elmhurst College	elmhurst.edu	Elmhurst	IL
Governors State	govst.edu	University Park	IL
Greenville College	greenville.edu	Greenville	IL
The Hadley School for the Blind	hadley.edu	Winnetka	IL
Harper College	harpercollege.edu	Palatine	IL
Heartland Community College	heartland.edu	Normal	IL
Illinois Central College	icc.edu	East Peoria	IL
Illinois College of Optometry	ico.edu	Chicago	IL
Illinois Institute of Technology	iit.edu	Chicago	IL
University of Illinois at Urbana-Champaign	illinois.edu	Champaign	IL
Illinois State University	illinoisstate.edu	Normal	IL
Illinois Mathematics and Science Academy	imsa.edu	Aurora	IL
Illinois Valley Community College	ivcc.edu	Oglesby	IL
Illinois Wesleyan University	iwu.edu	Bloomington	IL
John A. Logan College	jalc.edu	Carterville	IL
Joliet Junior College	jjc.edu	Joliet	IL
The John Marshall Law School	jmls.edu	Chicago	IL
Judson University	judsonu.edu	Elgin	IL
Kaskaskia College	kaskaskia.edu	Centralia	IL
Kankakee Community College	kcc.edu	Kankakee	IL
IIT Chicago-Kent College of Law	iit.edu	Chicago	IL
Kishwaukee College	kishwaukeecollege.edu	Malta	IL
Knox College	knox.edu	Galesburg	IL
Lake Forest College	lakeforest.edu	Lake Forest	IL
Lakeview College of Nursing	lakeviewcol.edu	Danville	IL
Lewis and Clark Community College	lc.edu	Godfrey	IL
Lewis University	lewisu.edu	Romeoville	IL
Lincoln Land Community College	llcc.edu	Springfield	IL
Loyola University Chicago	luc.edu	Chicago	IL
Midwestern Career College	mccollege.edu	Chicago	IL
McHenry County College	mchenry.edu	Crystal Lake	IL
McKendree University	mckendree.edu	Lebanon	IL
Midwestern University	midwestern.edu	(multiple locations)	IL
Monmouth College	monmouthcollege.edu	Monmouth	IL
Moraine Valley Community College	morainevalley.edu	Palos Hills	IL
Morton College	morton.edu	Cicero	IL
Northeastern Illinois University	neiu.edu	Chicago	IL
Northern Illinois University	niu.edu	DeKalb	IL
National Louis University	nl.edu	Chicago	IL
North Park University	northpark.edu	Chicago	IL
Northwestern University	northwestern.edu	Evanston	IL
Oakton Community College	oakton.edu	Des Plaines	IL
Olivet Nazarene University	olivet.edu	Bourbonnais	IL
Chicago ORT Technical Institute	ortchicagotech.edu	Skokie	IL
Parkland College	parkland.edu	Champaign	IL
Prairie State College	prairiestate.edu	Chicago Heights	IL
Principia College	principiacollege.edu	Elsah	IL
Resurrection University	resu.edu	Chicago	IL
Robert Morris University Illinois	robertmorris.edu	Chicago	IL
Rockford University	rockford.edu	Rockford	IL
Rock Valley College	rockvalleycollege.edu	Rockford	IL
Roosevelt University	roosevelt.edu	Chicago	IL
Rosalind Franklin University	rosalindfranklin.edu	North Chicago	IL
Saint Anthony College of Nursing	sacn.edu	Rockford	IL
School of the Art Institute of Chicago	saic.edu	Chicago	IL
Saint Francis Medical Center College of Nursing	sfmccon.edu	Peoria	IL
Shawnee Community College	shawneecc.edu	Ullin	IL
Southeastern Illinois College	sic.edu	Harrisburg	IL
Southern Illinois University	siu.edu	Carbondale	IL
Southern Illinois University Edwardsville	siue.edu	Edwardsville	IL
Spoon River College	src.edu	Canton	IL
South Suburban College	ssc.edu	South Holland	IL
University of Saint Francis	stfrancis.edu	Joliet	IL
Southwestern Illinois College	swic.edu	(multiple locations)	IL
Saint Xavier University	scu.edu	Chicago	IL
Trinity Christian College	trnty.edu	Palos Heights	IL
University of Chicago	uchicago.edu	Chicago	IL
University of Illinois at Chicago	uic.edu	Chicago	IL
University of Illinois	uillinois.edu	(multiple locations)	IL
University of Illinois Springfield	uis.edu	Springfield	IL
University of Illinois at Urbana-Champaign	illinois.edu	Champaign	IL
Waubonsee Community College	waubonsee.edu	(multiple locations)	IL
Wheaton College	wheaton.edu	Wheaton	IL
Western Illinois University	wiu.edu	Macomb	IL
Saint John's College	stjohnscollegespringfield.edu	Springfield	Ill
Anabaptist Mennonite Biblical Seminary	ambs.edu	Elkhart	IN
Anderson University	anderson.edu	Anderson	IN
Bethel College Indiana	bethelcollege.edu	Mishawaka	IN
Brown Mackie College	brownmackie.edu	(multiple locations)	IN
Ball State University	bsu.edu	Muncie	IN
Butler University	butler.edu	Indianapolis	IN
DePauw University	depauw.edu	Greencastle	IN
Earlham College	earlham.edu	Richmond	IN
University of Evansville	evansville.edu	Evansville	IN
Goshen College	goshen.edu	Goshen	IN
Grace College and Seminary	grace.edu	Winona Lake	IN
Hanover College	hanover.edu	Hanover	IN
Harrison College	harrison.edu	Indianapolis	IN
Holy Cross College	hcc-nd.edu	Notre Dame	IN
Indiana University Bloomington	indiana.edu	(multiple locations)	IN
Indiana State University	indstate.edu	Terre Haute	IN
Indiana Wesleyan University	indwes.edu	Marion	IN
Indiana University - Purdue University Fort Wayne	ipfw.edu	Fort Wayne	IN
Indiana University	iu.edu	(multiple locations)	IN
Indiana University Bloomington	iub.edu	Bloomington	IN
Indiana University East	iue.edu	Richmond	IN
Indiana University Northwest	iun.edu	Gary	IN
Indiana University - Purdue University Indianapolis	iupui.edu	Indianapolis	IN
Indiana University Southeast	ius.edu	New Albany	IN
Indiana University South Bend	iusb.edu	South Bend	IN
Ivy Tech Community College	ivytech.edu	Carmel	IN
Manchester University	manchester.edu	North Manchester	IN
Marian University Indianapolis	marian.edu	Indianapolis	IN
University of Notre Dame	nd.edu	Notre Dame	IN
Oakland City University	oak.edu	Oakland City	IN
Purdue University North Central	pnc.edu	Westville	IN
Purdue University	purdue.edu	West Lafayette	IN
Purdue University Calumet	purduecal.edu	Hammond	IN
Rose-Hulman Institute of Technology	rose-hulman.edu	Terre Haute	IN
Saint Mary's College	saintmarys.edu	Notre Dame	IN
Trine University	trine.edu	Angola	IN
University of Indianapolis	uindy.edu	Indianapolis	IN
University of Southern Indiana	usi.edu	Evansville	IN
Valparaiso University	valpo.edu	Valparaiso	IN
Wabash College	wabash.edu	Crawfordsville	IN
Benedictine College	benedictine.edu	Atchison	KS
Butler Community College	butlercc.edu	El Dorado	KS
Emporia State University	emporia.edu	Emporia	KS
Fort Hays State University	fhsu.edu	Hays	KS
Flint Hills Technical College	fhtc.edu	Emporia	KS
Fort Scott Community College	fortscott.edu	Horton Fort Scott	KS
Garden City Community College	gcccks.edu	Garden City	KS
Hesston College	hesston.edu	Hesston	KS
Highland Community College	highlandcc.edu	Highland	KS
Johnson County Community College	jccc.edu	Overland Park	KS
Kansas City Kansas Community College	kckcc.edu	Kansas City	KS
Kansas State University	k-state.edu	Manhattan	KS
The University of Kansas	ku.edu	Lawrence	KS
McPherson College	mcpherson.edu	McPherson	KS
Neosho County Community College	neosho.edu	Chanute	KS
Newman University	newmanu.edu	Wichita	KS
Pittsburg State University	pittstate.edu	Pittsburg	KS
Saint Paul School of Theology and Ministry	spst.edu	Overland Park	KS
Sterling College	sterling.edu	Sterling	KS
University of Saint Mary	stmary.edu	Leavenworth	KS
Washburn University	washburn.edu	Topeka	KS
Washburn University School of Law	washburnlaw.edu	Topeka	KS
Wichita State University	wichita.edu	Wichita	KS
Asbury University	asbury.edu	Wilmore	KY
Bellarmine University	bellarmine.edu	Louisville	KY
Berea College	berea.edu	Berea	KY
Centre College	centre.edu	Danville	KY
Eastern Kentucky University	eku.edu	Richmond	KY
Frontier Nursing University	frontier.edu	Hyden	KY
Georgetown College	georgetowncollege.edu	Georgetown	KY
Kentucky Community and Technical College System	kctcs.edu	Versailles	KY
Kentucky Christian University	kcu.edu	Grayson	KY
Kentucky State University	kysu.edu	Frankfort	KY
Lindsey Wilson College	lindsey.edu	Columbia	KY
The University of Louisville	louisville.edu	Louisville	KY
Midway College	midway.edu	Midwar	KY
Morehead State University	moreheadstate.edu	Morehead	KY
Murray State University	murraystate.edu	Murray	KY
Northern Kentucky University	nku.edu	Highland Heights	KY
The Southern Baptist Theological Seminary	sbts.edu	Louisville	KY
Saint Catharine College	sccky.edu	Saint Catharine	KY
Sullivan University	sullivan.edu	Louisville	KY
University of the Cumberlands	ucumberlands.edu	Williamsburg	KY
Western Kentucky University	wku.edu	Bowling Green	KY
Bossier Parish Community College	bpcc.edu	Bossier City	LA
Centenary College of Louisiana	centenary.edu	Shreveport	LA
Louisiana Tech University	latech.edu	Ruston	LA
Louisiana Culinary Institute	lci.edu	Baton Rouge	LA
University of Louisiana Lafayette	louisiana.edu	Lafayette	LA
Loyola University New Orleans	loyno.edu	New Orleans	LA
Louisiana State University	lsu.edu	Baton Rouge	LA
Louisiana State University - Eunice	lsue.edu	Eunice	LA
LSU Health Sciences Center - New Orleans	lsuhsc.edu	New Orleans	LA
LSU Health Sciences Center - New Orleans	lsuhscshreveport.edu	Shreveport	LA
Louisiana State University System	lsusystem.edu	Baton Rouge	LA
Nicholls State University	nicholls.edu	Thibodaux	LA
New Orleans Baptist Theological Seminary	nobts.edu	New Orleans	LA
Nunez Community College	nunez.edu	Chalmette	LA
Southeastern Louisiana University	southeastern.edu	Hammond	LA
Southern University	subr.edu	Baton Rouge	LA
Tulane University	tulane.edu	New Orleans	LA
University of Louisiana at Monroe	ulm.edu	Monroe	LA
University of New Orleans	uno.edu	New Orleans	LA
Xavier University of Louisiana	xula.edu	New Orleans	LA
Amherst College	amherst.edu	Amherst	MA
Assumption College	assumption.edu	Worcester	MA
Babson College	babson.edu	Babson Park	MA
Boston College	bc.edu	Chestnut Hill	MA
Bentley University	bentley.edu	Waltham	MA
Berklee College of Music	berklee.edu	Boston	MA
Berkshire Community College	berkshirecc.edu	Pittsfield	MA
The Boston Conservatory	bostonconservatory.edu	Boston	MA
Brandeis University	brandeis.edu	Waltham	MA
Bridgewater State University	bridgew.edu	Bridgewater	MA
Boston University	bu.edu	Boston	MA
Cambridge College	cambridgecollege.edu	Cambridge	MA
Clark University	clarku.edu	Worcester	MA
Curry College	curry.edu	Milton	MA
Elms College	elms.edu	Chicopee	MA
Emerson College	emerson.edu	Boston	MA
Emmanuel College	emmanuel.edu	Boston	MA
Endicott College	endicott.edu	Beverly	MA
Fitchburg State University	fitchburgstate.edu	Fitchburg	MA
Framingham State University	framingham.edu	Framingham	MA
Gordon Conwell Theological Seminary	gordonconwell.edu	South Hamilton	MA
Gordon College	gordon.edu	Wenham	MA
Hampshire College	hampshire.edu	Amherst	MA
Harvard University	harvard.edu	Cambridge	MA
Harvard Business School	hbs.edu	Boston	MA
College of the Holy Cross	holycross.edu	Worcester	MA
Lesley University	lesley.edu	Cambridge	MA
Massachusetts Maritime Academy	maritime.edu	Buzzards Bay	MA
Massachusetts Department of Higher Education	mass.edu	Boston	MA
Massachusetts College of Art and Design	massart.edu	Boston	MA
MassBay Community College	massbay.edu	Wellesley	MA
Marine Biological Laboratory	mbl.edu	Woods Hole	MA
Merrimack Education Center	mec.edu	Chelmsford	MA
Merrimack College	merrimack.edu	North Andover	MA
MGH Institute of Health Professions	mghihp.edu	Boston	MA
Milton Academy	milton.edu	Milton	MA
Massachusetts Institute of Technology	mit.edu	Cambridge	MA
Montserrat College of Art	montserrat.edu	Beverly	MA
Mount Ida College	mountida.edu	Newton	MA
Mount Holyoke College	mtholyoke.edu	South Hadley	MA
Middlesex Community College	mxcc.edu	Lowell	MA
Middlesex School	mxschool.edu	Lowell	MA
North Bennet Street School	nbss.edu	Boston	MA
New England Law - Boston	nesl.edu	Boston	MA
Northeastern University	northeastern.edu	Boston	MA
Olin College of Engineering	olin.edu	Needham	MA
Salem State University	salemstate.edu	Salem	MA
Simmons College	simmons.edu	Boston	MA
Smith College	smith.edu	Northampton	MA
Spa Tech Institute	spatech.edu	Ipswich	MA
Springfield College	springfieldcollege.edu	Springfield	MA
Springfield Technical Community College	stcc.edu	Springfield	MA
Suffolk University	suffolk.edu	Boston	MA
Boston Architectural College	the-bac.edu	Boston	MA
Tufts University	tufts.edu	Medford	MA
University of Massachusetts Amherst	umass.edu	Amherst	MA
University of Massachusetts Dartmouth	umassd.edu	Dartmouth	MA
University of Massachusetts Medical School	umassmed.edu	Worcester	MA
University of Massachusetts	umassp.edu	Amherst	MA
University of Massachusetts Boston	umb.edu	Boston	MA
University of Massachusetts Lowell	uml.edu	Lowell	MA
Wellesley College	wellesley.edu	Wellesley	MA
Wheaton College, Norton	wheatoncollege.edu	Norton	MA
Wheelock College	wheelock.edu	Boston	MA
Williams College	williams.edu	Williamstown	MA
Western New England University	wne.edu	Springfield	MA
Worcester State University	worcester.edu	Worcester	MA
Worcester Polytechnic Institute	wpi.edu	Worcester	MA
Anne Arundel Community College	aacc.edu	Arnold	MD
Baltimore City Community College	bccc.edu	Baltimore	MD
Bowie State University	bowiestate.edu	Bowie	MD
Carroll Community College	carrollcc.edu	Westminster	MD
The Community College of Baltimore County	ccbcmd.edu	(multiple locations)	MD
Chesapeake College	chesapeake.edu	Wye Mills	MD
Coppin State University	coppin.edu	Baltimore	MD
College of Southern Maryland	csmd.edu	La Plata	MD
Frederick Community College	frederick.edu	Frederick	MD
Frostburg State University	frostburg.edu	Frostburg	MD
Garrett College	garrettcollege.edu	McHenry	MD
Goucher College	goucher.edu	Baltimore	MD
Hagerstown Community College	hagerstowncc.edu	Hagerstown	MD
Harford Community College	harford.edu	Bel Air	MD
Hood College	hood.edu	Frederick	MD
Howard Community College	howardcc.edu	Columbia	MD
Johns Hopkins Bloomberg School of Public Health	jhsph.edu	Baltimore	MD
Johns Hopkins University	jhu.edu	Baltimore	MD
Loyola University Maryland	loyola.edu	Baltimore	MD
Montgomery Blair High School	mbhs.edu	Silver Spring	MD
McDaniel College	mcdaniel.edu	Westminster	MD
Maryland Institute College of Art	mica.edu	Baltimore	MD
Montgomery College	montgomerycollege.edu	Montgomery County	MD
Mount Saint Mary's University	msmary.edu	Emmitsburg	MD
Maryland University of Integrative Health	muih.edu	Laurel	MD
Prince George's Community College	pgcc.edu	Largo	MD
Salisbury University	salisbury.edu	Salisbury	MD
Sojourner-Douglass College	sdc.edu	Baltimore	MD
Saint Mary's College of Maryland	smcm.edu	Saint Mary's City	MD
Saint James School	stjames.edu	Hagerstown	MD
Towson University	towson.edu	Towson	MD
University of Baltimore	ubalt.edu	Baltimore	MD
University of Maryland	umaryland.edu	Baltimore	MD
University of Maryland Baltimore County	umbc.edu	Baltimore	MD
University of Maryland	umd.edu	College Park	MD
University of Maryland University College	umuc.edu	Adelphi	MD
University System of Maryland	usmd.edu	Adelphi	MD
United States Naval Academy	usna.edu	Annapolis	MD
Washington College	washcoll.edu	Chestertown	MD
Wor-Wic Community College	worwic.edu	Salisbury	MD
Saint John's College	sjc.edu	Annapolis	MD
Bates College	bates.edu	Lewiston	ME
Bowdoin College	bowdoin.edu	Brunswick	ME
Central Maine Community College	cmcc.edu	Auburn	ME
College of the Atlantic	coa.edu	Bar Harbor	ME
Colby College	colby.edu	Waterville	ME
Husson University	husson.edu	Bangor	ME
Maine Maritime Academy	mainemaritime.edu	Castine	ME
Northern Maine Community College	nmcc.edu	Presque Isle	ME
Saint Joseph's College	sjcme.edu	Standish	ME
Southern Maine Community College	smccme.edu	South Portland	ME
University of Maine	umaine.edu	Orono	ME
University of Maine Fort Kent	umfk.edu	Fort Kent	ME
University of Maine at Presque Isle	umpi.edu	Presque Isle	ME
University of New England	une.edu	Biddeford	ME
Unity College	unity.edu	Unity	ME
York County Community College	yccc.edu	Wells	ME
University of Main at Augusta	uma.edu	Augusta	ME
Adrian College	adrian.edu	Adrian	MI
Albion College	albion.edu	Albion	MI
Alma College	alma.edu	Alma	MI
Alpena Community College	alpenacc.edu	Alpena	MI
Andrews University	andrews.edu	Berrien Springs	MI
Aquinas College	aquinas.edu	Grand Rapids	MI
Baker College	baker.edu	(multiple locations)	MI
Bay College	baycollege.edu	Escanaba	MI
Calvin College	calvin.edu	Grand Rapids	MI
Central Michigan University	cmich.edu	Mount Pleasant	MI
College for Creative Studies	collegeforcreativestudies.edu	Detroit	MI
Cornerstone University	cornerstone.edu	Grand Rapids	MI
Davenport University	davenport.edu	Grand Rapids	MI
Delta College	delta.edu	University Center	MI
Douglas J. Aveda Institute	douglasj.edu	Ann Arbor	MI
Eastern Michigan University	emich.edu	Ypsilanti	MI
Ferris State University	ferris.edu	Big Rapids	MI
Finlandia University	finlandia.edu	Hancock	MI
Grand Rapids Community College	grcc.edu	Grand Rapids	MI
Grand Valley State University	gvsu.edu	Allendale	MI
Henry Ford College	hfcc.edu	Dearborn	MI
Hillsdale College	hillsdale.edu	Hillsdale	MI
Hope College	hope.edu	Holland	MI
Jackson College	jccmi.edu	Jackson	MI
Kettering University	kettering.edu	Flint	MI
Kalamazoo Valley Community College	kvcc.edu	Kalamazoo	MI
Kalamazoo College	kzoo.edu	Kalamazoo	MI
Lake Michigan College	lakemichigancollege.edu	Benton Harbor	MI
Lansing Community College	lcc.edu	Lansing	MI
Lake Superior State University	lssu.edu	Marietta	MI
Lawrence Technological University	ltu.edu	Southfield	MI
Macomb Community College	macomb.edu	Warren	MI
Marygrove College	marygrove.edu	Detroit	MI
Monroe County Community College	monroeccc.edu	Monroe	MI
Michigan State University	msu.edu	East Lansing	MI
Michigan Technological University	mtu.edu	Houghton	MI
Northwestern Michigan College	nmc.edu	Traverse City	MI
Northern Michigan University	nmu.edu	Marquette	MI
Oakland Univeristy	oakland.edu	Rochester	MI
Oakland Community College	oaklandcc.edu	Bloomfield Hills	MI
Saginaw Chippewa Tribal College	sagchip.edu	Mount Pleasant	MI
Saginaw Valley State University	svsu.edu	University Center	MI
University of Detroit Mercy	udmercy.edu	Detroit	MI
University of Michigan-Flint	umflint.edu	Flint Township	MI
University of Michigan	umich.edu	Ann Arbor	MI
Wayne State	wayne.edu	Detroit	MI
Washtenaw Community College	wccnet.edu	Ann Arbor	MI
Western Michigan University	wmich.edu	Kalamazoo	MI
Alexandria Technical & Community College	alextech.edu	Alexandria	MN
Anoka-Ramsey Community College	anokaramsey.edu	Cambridge	MN
Augsburg College	augsburg.edu	Minneapolis	MN
Bemidji State University	bemidjistate.edu	Bemidji	MN
Bethel University	bethel.edu	Saint Paul	MN
Carleton College	carleton.edu	Northfield	MN
Century College	century.edu	White Bear Lake	MN
Central Lakes College	clcmn.edu	Brainerd	MN
Concordia College	cord.edu	Moorhead	MN
Crown College	crown.edu	Saint Bonifacius	MN
College of Saint Benedict, Saint John's University	csbsju.edu	Saint Joseph	MN
Concordia University Saint Paul	csp.edu	Saint Paul	MN
The College of Saint Scholastica	css.edu	Duluth	MN
Dakota County Technical College	dctc.edu	Rosemount	MN
Gustavus Adolphus College	gustavus.edu	Saint Peter	MN
Globe University	globeuniversity.edu	(multiple locations)	MN
Hamline University	hamline.edu	Saint Paul	MN
Inver Hills Community College	inverhills.edu	Inver Grove Heights	MN
Institute of Production and Recording	ipr.edu	Minneapolis	MN
Leech Lake Tribal College	lltc.edu	Cass Lake	MN
Luther Seminary	luthersem.edu	Saint Paul	MN
Macalester College	macalester.edu	Saint Paul	MN
McNally Smith College of Music	mcnallysmith.edu	Saint Paul	MN
Mesabi Range College	mesabirange.edu	Eveleth	MN
Metropolitan State University	metrostate.edu	Saint Paul	MN
Minnesota State University Moorhead	mnstate.edu	Moorhead	MN
Minnesota State University Mankato	mnsu.edu	Mankato	MN
North Hennepin Community College	nhcc.edu	North Brooklyn Park	MN
Normandale Community College	normandale.edu	Bloomington	MN
Rasmussen College	rasmussen.edu	(multiple locations)	MN
Ridgewater College	ridgewater.edu	Willmar	MN
Southwest Minnesota State University	smsu.edu	Marshall	MN
Saint Mary's University of Minnesota	smumn.edu	Winona	MN
South Central College	southcentral.edu	(multiple locations)	MN
Saint Cloud State University	stcloudstate.edu	Saint Cloud	MN
Saint Olaf College	stolaf.edu	Northfield	MN
University of Saint Thomas	stthomas.edu	Saint Paul	MN
University of Minnesota	umn.edu	Minneapolis	MN
United Theological Seminary of the Twin Cities	unitedseminary.edu	New Brighton	MN
University of Northwestern Saint Paul	unwsp.edu	Saint Paul	MN
Walden University	waldenu.edu	Minneapolis	MN
Winona State Unviversity	winona.edu	Winona	MN
Assemblies of God Theological Seminary	agts.edu	Springfield	MO
Aquinas Institute of Theology	ai.edu	St. Louis	MO
A.T. Still University	atsu.edu	Kirksville	MO
Avila University	avila.edu	Kansas City	MO
Columbia College	ccis.edu	Columbia	MO
Central Methodist University	centralmethodist.edu	Fayette	MO
Crowder College	crowder.edu	Neosho	MO
Culver-Stockton College	culver.edu	Canton	MO
Drury University	drury.edu	Springfield	MO
Evangel University	evangel.edu	Springfield	MO
Fontbonne University	fontbonne.edu	Saint Louis	MO
Hannibal-LaGrange	hlg.edu	Hannibal	MO
Harris-Stowe State University	hssu.edu	Saint Louis	MO
Jefferson College	jeffco.edu	Hillsboro	MO
Kansas City University of Medicine and Biosciences	kcumb.edu	Kansas City	MO
Lincoln University	lincolne.edu	Jefferson City	MO
Lindenwood University	lindenwood.edu	Saint Charles	MO
Linn State Technical College	linnstate.edu	Linn	MO
Maryville University	maryville.edu	Saint Louis	MO
Metropolitan Community College	mcckc.edu	Kansas City	MO
Mineral Area College	mineralarea.edu	Park Hills	MO
Mizzou University of Missouri	missouri.edu	Columbia	MO
Missouri State University	missouristate.edu	Springfield	MO
Missouri Valley College	moval.edu	Marshall	MO
Missouri Southern State University	mssu.edu	Joplin	MO
Missouri University of Science and Technology	mst.edu	Rolla	MO
North Central Missouri College	ncmissouri.edu	Trenton	MO
Nazarene Theological Seminary	nts.edu	Kansas City	MO
Northwest Missouri State University	nwmissouri.edu	Maryville	MO
Ozarks Technical Community College	otc.edu	Springfield	MO
Park University	park.edu	Parkville	MO
Rockhurst University	rockhurst.edu	Kansas City	MO
Southwest Baptist University	sbuniv.edu	Bolivar	MO
South Central Career Center	scccwp.edu	West Plains	MO
Southeast Missouri State University	semo.edu	Cape Girardeau	MO
Saint Louis University	slu.edu	Saint Louis	MO
Saint Charles Community College	stchas.edu	Cottleville	MO
Saint Louis Community College	stlcc.edu	Saint Louis	MO
Truman State University	truman.edu	Kirksville	MO
University of Central Missouri	ucmo.edu	Warrensburg	MO
University of Missouri Kansas City	umkc.edu	Kansas City	MO
University of Missouri Saint Louis	umsl.edu	Saint Louis	MO
University of Missouri System	umsystem.edu	Columbia	MO
Webster University	webster.edu	Webster Groves	MO
Westminster College, Missouri	westminster-mo.edu	Fulton	MO
Washington University in Saint Louis	wustl.edu	Saint Louis	MO
Alcorn State University	alcorn.edu	Lorman	MS
Belhaven University	belhaven.edu	Jackson	MS
Delta State University	deltastate.edu	Cleveland	MS
East Mississippi Community College	eastms.edu	Scooba	MS
Jackson State University	jsums.edu	Jackson	MS
Mississippi Gulf Coast Community College	mgccc.edu	Perkinston	MS
Mississippi State University	mssstate.edu	Mississippi State	MS
Northeast Mississippi Community College	nemcc.edu	Booneville	MS
The University of Mississippi	olemiss.edu	University	MS
Pearl River Community College	prcc.edu	Hattiesburg	MS
Reformed Theological Seminary	rts.edu	Jackson	MS
University of Mississippi Medical Center	umc.edu	Jackson	MS
University of Southern Mississippi	usm.edu	Hattiesburg	MS
William Carey University	wmcarey.edu	Hattiesburg	MS
Itawamba Community College	iccms.edu	Fulton	MS
Blackfeet Community College	bfcc.edu	Browning	MT
Carroll College	carroll.edu	Helena	MT
Fort Peck Community College	fpcc.edu	Poplar	MT
Flathead Valley Community College	fvcc.edu	Kalispell	MT
Miles Community College	milescc.edu	Miles City	MT
Montana State University	montana.edu	Bozeman	MT
Montana State University Billings	msubillings.edu	Billings	MT
Montana State University - Northern	msun.edu	Havre	MT
Montana Tech of the University of Montana	mtech.edu	Butte	MT
Montana University System	mus.edu	Helena	MT
Rocky Mountain College	rocky.edu	Billings	MT
University of Montana Helena College	umhelena.edu	Helena	MT
University of Montana	umt.edu	Missoula	MT
University of Montana Western	umwestern.edu	Dillon	MT
Asheville-Buncombe Technical Community College	abtech.edu	Asheville	NC
Alamance Community College	alamancecc.edu	Burlington	NC
Appalachian State University	appstate.edu	Boone	NC
Bladen Community College	bladencc.edu	Dublin	NC
Body Therapy Institute	bti.edu	Siler City	NC
Campbell University	campbell.edu	Buies Creek	NC
Cape Fear Community College	cfcc.edu	Wilmington	NC
Charlotte School of Law	charlottelaw.edu	Charlotte	NC
Chowan University	chowan.edu	Murfreesboro	NC
Central Piedmont Community College	cpcc.edu	Charlotte	NC
Craven Community College	cravencc.edu	New Bern	NC
Davidson College	davidson.edu	Davidson	NC
Duke University	duke.edu	Durham	NC
Durham Technical Community College	durhamtech.edu	Durham	NC
Elizabeth City State University	ecsu.edu	Elizabeth City	NC
East Carolina University	ecu.edu	Greenville	NC
Elon University	elon.edu	Elon	NC
Fayetteville Technical Community College	faytechcc.edu	Fayetteville	NC
Forsyth Technical Community College	forsythtech.edu	Winston-Salem	NC
Gardner-Webb University	gardner-webb.edu	Boiling Springs	NC
Gaston College	gaston.edu	Dallas	NC
Guilford Technical Community College	gtcc.edu	Jamestown	NC
Heritage Bible College	heritagebiblecollege.edu	Dunn	NC
High Point University	highpoint.edu	High Point	NC
Isothermal Community College	isothermal.edu	Spindale	NC
Lenoir Community College	lenoircc.edu	Kinston	NC
Lees McRae College	lmc.edu	Banner Elk	NC
Methodist University	methodist.edu	Fayetteville	NC
The University of Mount Olive	umo.edu	Mount Olive	NC
Montgomery Community College	montgomery.edu	Troy	NC
North Carolina Central University	nccu.edu	Durham	NC
North Carolina School of Science and Mathematics	ncssm.edu	Durham	NC
North Carolina State University	ncsu.edu	Raleigh	NC
North Carolina Wesleyan College	ncwc.edu	Rocky Mount	NC
New Life Theological Seminary	nlts.edu	Charlotte	NC
University of North Carolina	northcarolina.edu	Wilmington	NC
Piedmont Community College	piedmontcc.edu	Roxboro	NC
Pitt Community College	pittcc.edu	Greenville	NC
Queens University of Charlotte	queens.edu	Charlotte	NC
Randolph Community College	randolph.edu	Asheboro	NC
Roanoke-Chowan Community College	roanokechowan.edu	Ahoskie	NC
Salem College	salem.edu	Winston-Salem	NC
Sampson Community College	sampsoncc.edu	Clinton	NC
Sandhills Community College	sandhills.edu	Pinehurst	NC
Saint Andrews University	sapc.edu	Laurinburg	NC
Southeastern Community College	sccnc.edu	Whiteville	NC
Southeastern Baptist Theological Seminary	sebts.edu	Wake Forest	NC
Shaw University	shawu.edu	Raleigh	NC
Southwestern Community College	southwesterncc.edu	Sylva	NC
South Piedmont Community College	spcc.edu	(multiple locations)	NC
Stanly Community College	stanly.edu	(multiple locations)	NC
Saint Augustine's University	st-aug.edu	Raleigh	NC
University of North Carolina at Chapel Hill	unc.edu	Chapel Hill	NC
University of North Carolina Asheville	unca.edu	Asheville	NC
University of North Carolina Charlotte	uncc.edu	Charlotte	NC
University of North Carolina Greensboro	uncg.edu	Greensboro	NC
University of North Carolina Pembroke	uncp.edu	Pembroke	NC
University of North Carolina School of the Arts	uncsa.edu	Winston-Salem	NC
University of North Carolina Wilmington	uncw.edu	Wilmington	NC
Vance-Granville Community College	vgcc.edu	Henderson	NC
Wake Technical Community College	waketech.edu	Raleigh	NC
Warren Wilson College	warren-wilson.edu	Asheville	NC
Western Carolina University	wcu.edu	Cullowhee	NC
Wake Forest University	wfu.edu	Winston-Salem	NC
Western Piedmont Community College	wpcc.edu	Morganton	NC
Winston-Salem State University	wssu.edu	Winston-Salem	NC
Dakota College at Bottineau	dakotacollege.edu	Bottineau	ND
Mayville State University	mayvillestate.edu	Mayville	ND
Minot State University	minotstateu.edu	Minot	ND
North Dakota State University	ndsu.edu	Fargo	ND
North Dakota University System	ndus.edu	Bismarck	ND
Turtle Mountain Community College	tm.edu	Belcourt	ND
University of North Dakota	und.edu	Grand Forks	ND
United Tribes Technical College	utcc.edu	Bismarck	ND
Valley City State University	vcsu.edu	Valley City	ND
Williston State College	willistonstate.edu	Williston	ND
Bellevue University	bellevue.edu	Bellevue	NE
Bryan College of Health Sciences	bryanhealth.org	(multiple locations)	NE
