,datetime,IP,startYear,endYear,num_uni,num_author,CL,TACL,ACL_C,NAACL_C,EMNLP_C,CoNLL_C,EACL_C,COLING,IJCNLP,WKSPDEMO
1008,2020-02-17 01:27:30.846810,94.232.184.28,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1009,2020-02-17 01:28:19.819346,44.224.22.196,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1010,2020-02-17 01:28:21.257380,44.224.22.196,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1011,2020-02-17 01:28:22.714239,44.224.22.196,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1012,2020-02-17 01:28:24.449449,44.224.22.196,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1013,2020-02-17 01:28:25.915976,44.224.22.196,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1014,2020-02-17 01:28:27.380398,44.224.22.196,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1015,2020-02-17 03:09:25.468535,85.198.111.6,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1016,2020-02-17 03:10:05.897078,85.198.111.6,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1017,2020-02-17 03:12:12.011843,84.23.55.212,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1018,2020-02-17 03:12:46.441187,85.198.111.6,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1019,2020-02-17 03:21:38.107947,84.23.55.212,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1020,2020-02-17 03:23:43.513172,84.23.55.212,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1021,2020-02-17 03:33:38.834540,192.241.194.198,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1022,2020-02-17 03:57:28.137842,195.248.237.21,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1023,2020-02-17 03:57:56.671897,195.248.237.21,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1024,2020-02-17 03:59:12.113760,195.248.237.21,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1025,2020-02-17 04:15:26.406538,185.85.163.227,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1026,2020-02-17 04:17:02.927449,185.85.163.227,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1027,2020-02-17 04:18:24.818429,185.85.163.227,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1028,2020-02-17 04:52:41.224288,89.185.87.222,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1029,2020-02-17 04:55:55.376724,89.185.87.222,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1030,2020-02-17 04:58:14.410274,78.40.185.190,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1031,2020-02-17 05:00:00.018458,89.185.87.222,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1032,2020-02-17 05:01:33.735498,78.40.185.190,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1033,2020-02-17 05:02:21.308630,213.177.104.238,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1034,2020-02-17 05:03:55.761794,213.177.104.238,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1035,2020-02-17 05:04:45.169125,188.130.163.216,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1036,2020-02-17 05:04:48.693318,78.40.185.190,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1037,2020-02-17 05:07:37.779701,213.177.104.238,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1038,2020-02-17 05:16:01.111131,188.130.163.216,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1039,2020-02-17 05:18:34.484373,188.130.163.216,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1040,2020-02-17 05:19:18.146869,188.112.254.200,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1041,2020-02-17 05:21:08.780417,188.112.254.200,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1042,2020-02-17 05:26:21.986500,188.112.254.200,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1043,2020-02-17 05:30:43.576542,85.95.170.126,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1044,2020-02-17 05:42:12.199157,203.210.76.192,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1045,2020-02-17 05:46:13.841751,85.95.170.126,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1046,2020-02-17 05:48:13.030395,85.95.170.126,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1047,2020-02-17 05:51:39.229405,217.107.121.3,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1048,2020-02-17 05:53:57.670917,217.107.121.3,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1049,2020-02-17 05:56:09.381189,217.107.121.3,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1050,2020-02-17 06:04:23.553713,157.55.39.219,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1051,2020-02-17 06:24:26.600294,164.68.112.178,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1052,2020-02-17 06:33:17.697912,195.151.7.85,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1053,2020-02-17 06:36:59.095409,89.185.75.222,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1054,2020-02-17 06:40:00.985931,89.185.75.222,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1055,2020-02-17 06:40:12.234541,195.151.7.85,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1056,2020-02-17 06:42:17.821729,195.151.7.85,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1057,2020-02-17 06:43:55.996209,212.67.0.150,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1058,2020-02-17 06:44:31.458181,89.185.75.222,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1059,2020-02-17 06:52:21.148364,212.67.0.150,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1060,2020-02-17 06:52:45.823717,212.67.0.150,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1061,2020-02-17 06:55:07.827049,194.54.65.231,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1062,2020-02-17 06:56:00.269149,83.167.68.166,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1063,2020-02-17 06:58:48.204435,84.52.114.87,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1064,2020-02-17 06:59:06.345096,194.54.65.231,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1065,2020-02-17 07:01:41.560089,194.54.65.231,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1066,2020-02-17 07:04:40.643845,83.167.68.166,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1067,2020-02-17 07:05:39.098445,83.167.68.166,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1068,2020-02-17 07:05:40.397160,84.52.114.87,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1069,2020-02-17 07:07:40.803262,84.52.114.87,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1070,2020-02-17 07:13:50.618679,178.217.43.153,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1071,2020-02-17 07:20:13.209809,178.217.43.153,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1072,2020-02-17 07:25:38.875298,91.245.34.140,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1073,2020-02-17 07:25:44.390789,91.245.34.140,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1074,2020-02-17 07:25:49.982828,91.245.34.65,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1075,2020-02-17 07:25:52.866100,178.217.43.153,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1076,2020-02-17 07:26:18.195932,91.245.34.65,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1077,2020-02-17 07:27:24.074687,91.245.34.65,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1078,2020-02-17 07:29:34.454270,91.245.34.140,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1079,2020-02-17 07:30:47.644325,91.245.34.184,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1080,2020-02-17 07:31:06.932081,91.245.34.184,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1081,2020-02-17 07:32:36.844782,91.245.34.184,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1082,2020-02-17 07:53:02.497409,184.94.240.92,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1083,2020-02-17 07:53:16.836442,184.94.240.92,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1084,2020-02-17 07:58:41.909858,184.94.240.92,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1085,2020-02-17 08:02:33.127775,184.94.240.92,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1086,2020-02-17 08:03:06.396708,184.94.240.92,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1087,2020-02-17 08:08:41.846799,185.44.239.246,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1088,2020-02-17 08:13:08.212088,185.44.239.246,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1089,2020-02-17 08:14:37.917838,185.44.239.246,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1090,2020-02-17 08:34:21.382082,37.29.115.74,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1091,2020-02-17 08:39:59.166456,37.29.115.74,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1092,2020-02-17 08:41:10.754883,37.29.115.74,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1093,2020-02-17 08:47:41.073564,109.195.177.130,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1094,2020-02-17 08:50:46.988671,109.195.177.130,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1095,2020-02-17 08:51:24.457018,88.80.32.206,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1096,2020-02-17 08:52:17.907771,109.195.177.130,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1097,2020-02-17 09:00:42.583144,88.80.32.206,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1098,2020-02-17 09:02:43.532118,81.200.240.85,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1099,2020-02-17 09:03:49.167961,88.80.32.206,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1100,2020-02-17 09:05:26.019921,81.200.240.85,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1101,2020-02-17 09:06:01.330263,81.200.240.85,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1102,2020-02-17 09:17:30.048508,213.87.198.146,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1103,2020-02-17 09:19:01.217005,213.87.198.146,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1104,2020-02-17 09:19:49.798034,213.87.198.146,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1105,2020-02-17 09:24:00.571074,85.198.84.7,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1106,2020-02-17 09:30:48.240265,85.198.84.7,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1107,2020-02-17 09:32:08.656017,85.198.84.7,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1108,2020-02-17 10:19:51.108293,109.229.35.70,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1109,2020-02-17 10:24:01.110769,109.229.35.70,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1110,2020-02-17 10:27:00.797618,109.229.35.70,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1111,2020-02-17 10:59:48.608612,95.167.41.155,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1112,2020-02-17 11:00:19.115748,95.167.41.155,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1113,2020-02-17 11:03:39.868311,95.167.41.155,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1114,2020-02-17 11:06:13.351078,157.55.39.219,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1115,2020-02-17 11:33:18.853604,67.227.34.134,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1116,2020-02-17 12:26:25.442741,178.73.215.171,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1117,2020-02-17 13:04:59.246312,66.249.70.47,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1118,2020-02-17 13:05:03.612145,66.249.70.45,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1119,2020-02-17 13:05:05.104849,66.249.70.43,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1120,2020-02-17 13:28:38.454537,5.196.87.156,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1121,2020-02-17 13:32:56.423001,44.224.22.196,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1122,2020-02-17 13:32:57.857339,44.224.22.196,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1123,2020-02-17 13:32:59.343084,44.224.22.196,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1124,2020-02-17 13:33:01.346960,44.224.22.196,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1125,2020-02-17 13:33:02.812358,44.224.22.196,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1126,2020-02-17 13:33:04.309727,44.224.22.196,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1127,2020-02-17 13:44:46.095068,185.18.126.46,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1128,2020-02-17 13:46:47.142563,185.18.126.46,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1129,2020-02-17 13:47:33.490371,185.18.126.46,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1130,2020-02-17 15:11:41.885639,95.78.255.79,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1131,2020-02-17 15:15:06.349401,194.54.66.244,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1132,2020-02-17 15:17:01.552602,95.78.255.79,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1133,2020-02-17 15:19:11.359122,194.54.66.244,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1134,2020-02-17 15:19:34.119319,95.78.255.79,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1135,2020-02-17 15:20:39.744733,194.54.66.244,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1136,2020-02-17 16:05:28.597948,216.244.66.234,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1137,2020-02-17 17:35:00.088313,5.101.0.209,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1138,2020-02-17 17:35:01.177302,5.101.0.209,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1139,2020-02-17 18:41:57.319132,99.203.29.127,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1140,2020-02-17 19:56:37.150475,51.254.59.113,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1141,2020-02-17 19:59:58.374474,94.180.252.242,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1142,2020-02-17 20:01:02.197181,94.180.252.242,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1143,2020-02-17 20:03:31.256457,94.180.252.242,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1144,2020-02-17 20:06:43.467213,151.80.39.42,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1145,2020-02-17 20:24:55.676862,209.17.96.18,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1146,2020-02-17 20:39:45.429485,202.107.207.228,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1147,2020-02-17 20:40:02.784439,122.224.129.237,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1148,2020-02-17 20:40:18.500091,122.224.129.237,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1149,2020-02-17 20:44:36.296880,185.123.40.211,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1150,2020-02-17 20:45:04.479202,185.123.40.211,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1151,2020-02-17 20:45:19.591841,60.191.20.213,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1152,2020-02-17 20:48:24.374497,185.123.40.211,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1153,2020-02-17 20:55:58.285133,193.169.110.152,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1154,2020-02-17 20:56:08.608057,193.169.110.152,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1155,2020-02-17 20:57:47.218789,193.169.110.152,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1156,2020-02-17 21:21:30.785408,89.207.64.138,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1157,2020-02-17 21:26:28.519694,89.207.64.138,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1158,2020-02-17 21:30:40.166152,89.207.64.138,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1159,2020-02-17 21:42:26.188521,185.35.129.5,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1160,2020-02-17 21:43:52.102423,185.35.129.5,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1161,2020-02-17 21:43:55.347294,185.35.129.5,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1162,2020-02-17 22:03:16.010681,145.220.15.39,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1163,2020-02-17 22:07:16.036293,91.214.120.40,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1164,2020-02-17 22:07:47.552693,91.214.120.40,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1165,2020-02-17 22:10:16.999497,91.214.120.40,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1166,2020-02-17 22:22:19.874951,109.195.17.215,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1167,2020-02-17 22:28:52.143236,109.195.17.215,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1168,2020-02-17 22:36:19.580977,109.195.17.215,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1169,2020-02-17 22:39:17.835746,109.195.17.215,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1170,2020-02-17 23:50:28.109641,185.174.195.26,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1171,2020-02-17 23:59:22.014743,185.174.195.26,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1172,2020-02-18 00:03:29.950780,185.174.195.26,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1173,2020-02-18 00:08:39.362619,193.239.233.25,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1174,2020-02-18 00:12:15.095034,46.146.222.60,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1175,2020-02-18 00:14:27.154782,94.100.85.122,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1176,2020-02-18 00:20:11.369949,46.146.222.60,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1177,2020-02-18 00:21:11.657621,193.239.233.25,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1178,2020-02-18 00:22:40.890613,193.239.233.25,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1179,2020-02-18 00:22:54.703699,94.100.85.122,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1180,2020-02-18 00:23:35.149013,46.146.222.60,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1181,2020-02-18 00:23:45.132901,94.100.85.122,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1182,2020-02-18 01:03:38.118476,66.249.70.43,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1183,2020-02-18 01:03:54.189655,66.249.70.45,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1184,2020-02-18 01:03:55.509922,66.249.70.45,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1185,2020-02-18 01:10:37.584386,44.225.84.206,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1186,2020-02-18 01:10:39.002916,44.225.84.206,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1187,2020-02-18 01:10:40.407350,44.225.84.206,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1188,2020-02-18 01:10:42.294367,44.225.84.206,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1189,2020-02-18 01:10:43.725635,44.225.84.206,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1190,2020-02-18 01:10:45.162752,44.225.84.206,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1191,2020-02-18 01:15:23.951695,46.61.157.254,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1192,2020-02-18 01:18:03.510016,46.61.157.254,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1193,2020-02-18 01:21:45.582361,46.61.157.254,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1194,2020-02-18 01:27:47.256700,85.236.165.254,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1195,2020-02-18 01:34:03.052506,85.236.165.254,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1196,2020-02-18 01:36:48.955759,85.236.165.254,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1197,2020-02-18 01:38:03.677500,93.171.155.30,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1198,2020-02-18 01:47:39.086837,93.171.155.30,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1199,2020-02-18 01:50:39.300132,93.171.155.30,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1200,2020-02-18 02:06:25.096310,178.249.64.166,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1201,2020-02-18 02:06:55.587209,54.208.102.37,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1202,2020-02-18 02:07:56.295203,213.59.128.48,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1203,2020-02-18 02:10:49.584151,213.59.128.48,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1204,2020-02-18 02:12:13.572237,213.59.128.48,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1205,2020-02-18 02:14:29.107200,178.249.64.166,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1206,2020-02-18 02:14:29.454169,178.249.64.166,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1207,2020-02-18 02:14:59.845965,94.25.78.34,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1208,2020-02-18 02:22:37.139739,94.25.78.34,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1209,2020-02-18 02:23:06.962122,94.25.78.34,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1210,2020-02-18 02:27:54.465695,176.97.40.28,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1211,2020-02-18 02:35:29.050015,176.97.40.28,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1212,2020-02-18 02:35:46.279805,176.97.40.28,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1213,2020-02-18 02:39:07.510376,185.238.208.54,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1214,2020-02-18 02:43:30.064805,185.238.208.54,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1215,2020-02-18 02:44:31.392094,194.190.54.247,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1216,2020-02-18 02:47:03.934956,185.238.208.54,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1217,2020-02-18 02:55:59.528411,194.190.54.247,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1218,2020-02-18 03:00:47.227809,194.190.54.247,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1219,2020-02-18 03:04:12.052742,95.46.165.10,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1220,2020-02-18 03:07:32.989706,31.148.1.8,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1221,2020-02-18 03:08:02.741398,31.148.1.8,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1222,2020-02-18 03:08:17.245242,31.148.1.8,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1223,2020-02-18 03:09:18.053522,95.46.165.10,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1224,2020-02-18 03:13:02.499416,178.22.40.95,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1225,2020-02-18 03:15:39.558605,91.204.103.207,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1226,2020-02-18 03:16:03.740838,94.181.191.177,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1227,2020-02-18 03:17:33.744356,185.73.17.58,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1228,2020-02-18 03:19:34.631723,94.181.191.177,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1229,2020-02-18 03:20:30.907170,95.46.165.10,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1230,2020-02-18 03:20:40.107859,94.181.191.177,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1231,2020-02-18 03:20:58.206361,91.204.103.207,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1232,2020-02-18 03:22:10.954959,91.204.103.207,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1233,2020-02-18 03:22:49.818640,178.22.40.95,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1234,2020-02-18 03:23:01.322778,95.46.165.10,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1235,2020-02-18 03:23:57.544341,178.22.40.95,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1236,2020-02-18 03:24:29.835307,92.51.24.221,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1237,2020-02-18 03:24:57.408918,92.51.24.221,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1238,2020-02-18 03:28:41.528393,92.51.24.221,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1239,2020-02-18 03:28:44.074799,185.73.17.58,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1240,2020-02-18 03:29:23.911085,193.57.40.38,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1241,2020-02-18 03:29:43.377042,85.113.45.145,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1242,2020-02-18 03:30:14.882918,185.73.17.58,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1243,2020-02-18 03:37:29.923049,85.113.45.145,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1244,2020-02-18 03:40:35.013597,85.113.45.145,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1245,2020-02-18 03:42:40.946694,192.241.212.138,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1246,2020-02-18 03:55:03.249329,109.195.193.167,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1247,2020-02-18 03:57:38.086226,109.195.193.167,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1248,2020-02-18 04:00:08.806618,109.195.193.167,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1249,2020-02-18 04:01:58.175098,31.186.71.21,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1250,2020-02-18 04:03:42.743358,45.143.167.234,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
1251,2020-02-18 04:04:01.632537,31.186.71.21,2010,2019,100,100,3,3,3,3,3,2,2,2,2,1
